player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year,first_name,second_name,goals_scored,assists,total_points,minutes.played,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,position_index,fpl_to_min
Robert Snodgrass,Right Winger,1987-09-07T00:00:00Z,29,Scotland,West Ham United,Premier League,2017/2018,2017,Robert,Snodgrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,58,4,NaN
Grady Diangana,Right Winger,1998-04-19T00:00:00Z,19,England,West Ham United,Premier League,2017/2018,2017,Grady,Diangana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,NaN
Javier HernÃ¡ndez BalcÃ¡zar,Centre-Forward,1988-06-01T00:00:00Z,29,Mexico,West Ham United,Premier League,2017/2018,2017,Javier,HernÃ¡ndez BalcÃ¡zar,8,2,93,1537,36,312.4,373.6,476,14,309,115,6,0,3,7.2,67,5,6.05074821080026
Marko Arnautovic,Centre-Forward,1989-04-19T00:00:00Z,28,Austria,West Ham United,Premier League,2017/2018,2017,Marko,Arnautovic,11,7,144,2309,50,543,713.8,1155,12,440,241.1,7,1,5,7.6,71,5,6.236466002598527
Diafra Sakho,Centre-Forward,1989-12-24T00:00:00Z,27,Senegal,West Ham United,Premier League,2017/2018,2017,Diafra,Sakho,2,1,24,294,11,25.1,77.6,110,1,65,21.2,0,0,2,0.1,55,5,8.16326530612245
Andy Carroll,Centre-Forward,1989-01-06T00:00:00Z,28,England,West Ham United,Premier League,2017/2018,2017,Andy,Carroll,3,1,36,742,13,110.2,145.4,344,6,106,58.8,3,1,5,0.3,57,5,4.8517520215633425
Jordan Hugill,Centre-Forward,1992-06-04T00:00:00Z,25,England,West Ham United,Premier League,2017/2018,2017,Jordan,Hugill,0,0,3,22,0,0.4,0,0,0,4,0,0,0,0,0,49,5,13.636363636363635
Kasper Schmeichel,Goalkeeper,1986-11-05T00:00:00Z,30,Denmark,Leicester City,Premier League,2017/2018,2017,Kasper,Schmeichel,0,0,123,2965,47,11.1,687.2,0,17,592,69.9,8,0,3,4.1,51,1,4.148397976391231
Eldin Jakupovic,Goalkeeper,1984-10-02T00:00:00Z,32,Switzerland,Leicester City,Premier League,2017/2018,2017,Eldin,Jakupovic,0,0,4,180,6,0,67.8,0,0,36,6.8,0,0,0,0.1,42,1,2.2222222222222223
Ben Hamer,Goalkeeper,1987-11-20T00:00:00Z,29,England,Leicester City,Premier League,2017/2018,2017,Ben,Hamer,0,0,9,274,7,0,51.8,0,0,54,5.1,1,0,0,0.1,43,1,3.2846715328467155
Aleksandar Dragovic,Centre-Back,1991-03-06T00:00:00Z,26,Austria,Leicester City,Premier League,2017/2018,2017,Aleksandar,Dragovic,0,0,28,766,14,3.6,177.8,35,0,166,21.8,4,0,2,0.1,49,2,3.6553524804177546
Harry Maguire,Centre-Back,1993-03-05T00:00:00Z,24,England,Leicester City,Premier League,2017/2018,2017,Harry,Maguire,2,4,117,3420,60,254.3,955.8,478,10,716,168.8,9,0,7,10.9,55,2,3.421052631578948
Robert Huth,Centre-Back,1984-08-18T00:00:00Z,32,Germany,Leicester City,Premier League,2017/2018,2017,Robert,Huth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,48,2,NaN
Wes Morgan,Centre-Back,1984-01-21T00:00:00Z,33,Jamaica,Leicester City,Premier League,2017/2018,2017,Wes,Morgan,0,0,61,2817,52,62,530,158,1,390,75.1,5,0,4,2.9,44,2,2.165424210152645
Yohan Benalouane,Centre-Back,1987-03-28T00:00:00Z,30,Tunisia,Leicester City,Premier League,2017/2018,2017,Yohan,Benalouane,0,0,1,90,2,1.3,24.8,18,0,7,4.4,0,0,0,0.1,42,2,1.1111111111111112
Sam Hughes,Centre-Back,1997-04-15T00:00:00Z,20,England,Leicester City,Premier League,2017/2018,2017,Sam,Hughes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,NaN
Christian Fuchs,Left-Back,1986-04-07T00:00:00Z,31,Austria,Leicester City,Premier League,2017/2018,2017,Christian,Fuchs,0,1,57,1917,35,282.2,396.6,55,8,370,73.5,4,0,1,1.9,47,2,2.97339593114241
Danny Simpson,Right-Back,1987-01-04T00:00:00Z,30,England,Leicester City,Premier League,2017/2018,2017,Danny,Simpson,0,0,55,2306,41,121.2,444.2,42,0,342,60.7,5,0,4,2.2,43,2,2.385082393755421
Wilfred Ndidi,Defensive Midfield,1996-12-16T00:00:00Z,20,Nigeria,Leicester City,Premier League,2017/2018,2017,Wilfred,Ndidi,0,4,78,2896,45,230.7,640.4,299,4,449,117.2,9,2,6,0.4,49,3,2.6933701657458564
Nampalys Mendy,Defensive Midfield,1992-06-23T00:00:00Z,25,France,Leicester City,Premier League,2017/2018,2017,Nampalys,Mendy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,NaN
Vicente Iborra,Defensive Midfield,1988-01-16T00:00:00Z,29,Spain,Leicester City,Premier League,2017/2018,2017,Vicente,Iborra,3,0,58,1411,23,131.6,341.6,150,6,293,62.3,3,0,0,0.1,57,3,4.110559886605245
Daniel Amartey,Defensive Midfield,1994-12-21T00:00:00Z,22,Ghana,Leicester City,Premier League,2017/2018,2017,Daniel,Amartey,0,0,13,486,7,10.3,81.2,0,0,53,9.2,3,1,0,0.2,43,3,2.674897119341564
Hamza Choudhury,Defensive Midfield,1997-10-01T00:00:00Z,19,England,Leicester City,Premier League,2017/2018,2017,Hamza,Choudhury,0,1,13,375,9,20.2,68,16,0,60,10.4,0,0,1,0,44,3,3.4666666666666663
Andy King,Central Midfield,1988-10-29T00:00:00Z,28,Wales,Leicester City,Premier League,2017/2018,2017,Andy,King,3,1,51,1247,26,116.9,239.8,204,1,225,56.2,1,0,2,3.5,42,3,4.0898155573376105
Matty James,Central Midfield,1991-07-22T00:00:00Z,25,England,Leicester City,Premier League,2017/2018,2017,Matty,James,0,0,26,991,15,52.7,114.6,145,0,121,31.4,4,0,2,0.2,44,3,2.6236125126135215
Marc Albrighton,Right Midfield,1989-11-18T00:00:00Z,27,England,Leicester City,Premier League,2017/2018,2017,Marc,Albrighton,2,8,107,2533,42,718.3,580,300,12,458,160.2,8,1,5,2.2,55,3,4.224240031583102
Harvey Barnes,Attacking Midfield,1997-12-09T00:00:00Z,19,England,Leicester City,Premier League,2017/2018,2017,Harvey,Barnes,0,0,3,8,0,1,0.2,6,0,8,0.6,0,0,0,0,45,3,37.5
Demarai Gray,Left Winger,1996-06-28T00:00:00Z,21,England,Leicester City,Premier League,2017/2018,2017,Demarai,Gray,3,3,80,1683,35,412.8,290.6,461,2,308,116.7,4,0,2,0.6,53,4,4.753416518122401
Layton Ndukwu,Left Winger,1998-09-07T00:00:00Z,18,England,Leicester City,Premier League,2017/2018,2017,Layton,Ndukwu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,NaN
Riyad Mahrez,Right Winger,1991-02-21T00:00:00Z,26,Algeria,Leicester City,Premier League,2017/2018,2017,Riyad,Mahrez,12,13,195,2948,51,924,966,932,19,682,282.6,9,0,2,8.2,87,4,6.614654002713705
George Thomas,Right Winger,1997-03-24T00:00:00Z,20,Wales,Leicester City,Premier League,2017/2018,2017,George,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,NaN
Fousseni DiabatÃ©,Right Winger,1995-10-18T00:00:00Z,21,Mali,Leicester City,Premier League,2017/2018,2017,Fousseni,DiabatÃ©,0,1,21,579,12,130.8,98.6,67,0,72,29.7,0,0,1,0.1,49,4,3.6269430051813467
Islam Slimani,Centre-Forward,1988-06-18T00:00:00Z,29,Algeria,Leicester City,Premier League,2017/2018,2017,Islam,Slimani,1,1,25,369,4,100.8,83.2,115,1,76,29.6,1,0,1,0.3,66,5,6.775067750677506
Ahmed Musa,Centre-Forward,1992-10-14T00:00:00Z,24,Nigeria,Leicester City,Premier League,2017/2018,2017,Ahmed,Musa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,61,5,NaN
Kelechi Iheanacho,Centre-Forward,1996-10-03T00:00:00Z,20,Nigeria,Leicester City,Premier League,2017/2018,2017,Kelechi,Iheanacho,3,4,54,818,17,185.6,214.2,350,5,171,74.5,1,0,2,0.8,65,5,6.601466992665037
Jamie Vardy,Centre-Forward,1987-01-11T00:00:00Z,30,England,Leicester City,Premier League,2017/2018,2017,Jamie,Vardy,20,2,183,3248,57,439.9,822.8,1222,28,674,248.6,8,0,3,21.7,88,5,5.634236453201971
Shinji Okazaki,Centre-Forward,1986-04-16T00:00:00Z,31,Japan,Leicester City,Premier League,2017/2018,2017,Shinji,Okazaki,6,3,76,1314,19,228.1,347.6,508,7,275,107.9,5,0,2,2.9,53,5,5.78386605783866
Leonardo Ulloa,Centre-Forward,1986-07-26T00:00:00Z,30,Argentina,Leicester City,Premier League,2017/2018,2017,Leonardo,Ulloa,1,0,20,279,4,94.2,68,66,0,66,22.7,1,0,0,0.3,48,5,7.168458781362006
Fraser Forster,Goalkeeper,1988-03-17T00:00:00Z,29,England,Southampton FC,Premier League,2017/2018,2017,Fraser,Forster,0,0,73,1800,30,0,488.2,0,6,351,48.9,4,0,0,3.9,46,1,4.055555555555555
Alex McCarthy,Goalkeeper,1989-12-03T00:00:00Z,27,England,Southampton FC,Premier League,2017/2018,2017,Alex,McCarthy,0,0,52,1620,26,0,280.8,0,3,278,28.1,4,0,2,0.8,44,1,3.2098765432098766
Stuart Taylor,Goalkeeper,1980-11-28T00:00:00Z,36,England,Southampton FC,Premier League,2017/2018,2017,Stuart,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,40,1,NaN
Virgil van Dijk,Centre-Back,1991-07-08T00:00:00Z,25,Netherlands,Southampton FC,Premier League,2017/2018,2017,Virgil,van Dijk,0,0,78,2253,28,122.6,601,277,5,481,100.2,8,0,1,7.3,57,2,3.462050599201065
Wesley Hoedt,Centre-Back,1994-03-06T00:00:00Z,23,Netherlands,Southampton FC,Premier League,2017/2018,2017,Wesley,Hoedt,0,2,74,2520,42,130.9,661.6,146,11,532,93.8,5,0,7,0.1,50,2,2.9365079365079363
Maya Yoshida,Centre-Back,1988-08-24T00:00:00Z,28,Japan,Southampton FC,Premier League,2017/2018,2017,Maya,Yoshida,2,1,76,2049,32,67,525.2,236,6,413,83,6,1,2,1.7,46,2,3.709126403123475
Jack Stephens,Centre-Back,1994-01-27T00:00:00Z,23,England,Southampton FC,Premier League,2017/2018,2017,Jack,Stephens,2,0,58,1980,33,68.3,506.6,224,2,360,79.9,5,1,6,0.5,45,2,2.9292929292929295
Jan Bednarek,Centre-Back,1996-04-12T00:00:00Z,21,Poland,Southampton FC,Premier League,2017/2018,2017,Jan,Bednarek,1,0,22,427,5,1.9,110,19,0,88,13.1,2,0,1,0.6,41,2,5.152224824355972
Ryan Bertrand,Left-Back,1989-08-05T00:00:00Z,27,England,Southampton FC,Premier League,2017/2018,2017,Ryan,Bertrand,0,5,103,3135,49,589.1,515.2,286,4,553,139.3,8,0,2,5.2,53,2,3.2854864433811803
Matt Targett,Left-Back,1995-09-18T00:00:00Z,21,England,Southampton FC,Premier League,2017/2018,2017,Matt,Targett,0,0,2,166,6,38.6,42.2,0,0,35,8.1,0,0,0,0.1,43,2,1.2048192771084338
Sam McQueen,Left-Back,1995-02-06T00:00:00Z,22,England,Southampton FC,Premier League,2017/2018,2017,Sam,McQueen,0,0,14,142,2,34.2,29.4,8,2,49,7.2,1,0,0,0.1,42,2,9.859154929577464
CÃ©dric Soares,Right-Back,1991-08-31T00:00:00Z,25,Portugal,Southampton FC,Premier League,2017/2018,2017,CÃ©dric,Soares,0,3,85,2794,44,455.6,507,159,2,481,112.3,7,0,3,4,47,2,3.042233357193987
JÃ©rÃ©my Pied,Right-Back,1989-02-23T00:00:00Z,28,France,Southampton FC,Premier League,2017/2018,2017,JÃ©rÃ©my,Pied,0,1,7,180,3,29.9,65.8,4,1,47,10,0,0,0,0.1,42,2,3.888888888888889
Mario Lemina,Defensive Midfield,1993-09-01T00:00:00Z,23,Gabon,Southampton FC,Premier League,2017/2018,2017,Mario,Lemina,1,1,58,1715,31,170.6,363.6,145,5,337,67.8,4,0,2,0.2,48,3,3.381924198250729
James Ward-Prowse,Central Midfield,1994-11-01T00:00:00Z,22,England,Southampton FC,Premier League,2017/2018,2017,James,Ward-Prowse,3,5,84,1708,29,613.9,363.4,296,8,367,127.1,2,0,3,1.7,49,3,4.918032786885246
Steven Davis,Central Midfield,1985-01-01T00:00:00Z,32,Northern Ireland,Southampton FC,Premier League,2017/2018,2017,Steven,Davis,3,2,71,1515,21,350.8,345.2,126,6,337,82.5,4,0,0,1.3,47,3,4.686468646864687
Sofiane Boufal,Attacking Midfield,1993-09-17T00:00:00Z,23,Morocco,Southampton FC,Premier League,2017/2018,2017,Sofiane,Boufal,2,2,55,1206,24,351.6,289.4,397,2,215,103.7,1,0,1,0.2,57,3,4.560530679933665
Dusan Tadic,Left Winger,1988-11-20T00:00:00Z,28,Serbia,Southampton FC,Premier League,2017/2018,2017,Dusan,Tadic,6,3,122,2791,43,950.9,588.6,656,10,464,219.5,10,0,4,3.2,62,4,4.371193120745252
Nathan Redmond,Left Winger,1994-03-06T00:00:00Z,23,England,Southampton FC,Premier League,2017/2018,2017,Nathan,Redmond,1,3,72,1938,31,630.9,347,493,3,296,147.2,7,0,3,1.8,59,4,3.7151702786377707
Manolo Gabbiadini,Centre-Forward,1991-11-26T00:00:00Z,25,Italy,Southampton FC,Premier League,2017/2018,2017,Manolo,Gabbiadini,5,0,66,1067,17,133.9,203,269,10,204,58.6,4,0,2,1.4,62,5,6.185567010309279
Charlie Austin,Centre-Forward,1989-07-05T00:00:00Z,27,England,Southampton FC,Premier League,2017/2018,2017,Charlie,Austin,7,1,72,1024,15,89.4,302.8,689,9,215,107.7,4,0,2,1.4,58,5,7.03125
Shane Long,Centre-Forward,1987-01-22T00:00:00Z,30,Ireland,Southampton FC,Premier League,2017/2018,2017,Shane,Long,2,2,53,1570,28,301.9,235.6,512,0,167,104.6,4,0,6,0.5,56,5,3.375796178343949
Guido Carrillo,Centre-Forward,1991-05-25T00:00:00Z,26,Argentina,Southampton FC,Premier League,2017/2018,2017,Guido,Carrillo,0,1,15,449,8,64.2,50.2,179,0,40,29.4,1,0,0,0,59,5,3.34075723830735
Michael Obafemi,Centre-Forward,2000-07-06T00:00:00Z,16,Ireland,Southampton FC,Premier League,2017/2018,2017,Michael,Obafemi,0,0,1,8,0,1.3,0,4,0,-1,0.3,0,0,0,0.7,45,5,12.5
Wayne Hennessey,Goalkeeper,1987-01-24T00:00:00Z,30,Wales,Crystal Palace,Premier League,2017/2018,2017,Wayne,Hennessey,0,0,99,2430,41,10,603.8,0,11,506,61.4,7,0,1,3.1,44,1,4.074074074074074
Diego Cavalieri,Goalkeeper,1982-12-01T00:00:00Z,34,Brazil,Crystal Palace,Premier League,2017/2018,2017,Diego,Cavalieri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,NaN
Dion Henry,Goalkeeper,1997-09-12T00:00:00Z,19,England,Crystal Palace,Premier League,2017/2018,2017,Dion,Henry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,1,NaN
Mamadou Sakho,Centre-Back,1990-02-13T00:00:00Z,27,France,Crystal Palace,Premier League,2017/2018,2017,Mamadou,Sakho,1,2,81,1597,23,30.7,426.2,77,18,405,53.6,6,0,1,1,46,2,5.072010018785223
James Tomkins,Centre-Back,1989-03-29T00:00:00Z,28,England,Crystal Palace,Premier League,2017/2018,2017,James,Tomkins,3,0,99,2386,32,22.4,712.6,309,9,512,104.7,9,0,8,4.4,44,2,4.149203688181056
Scott Dann,Centre-Back,1987-02-14T00:00:00Z,30,England,Crystal Palace,Premier League,2017/2018,2017,Scott,Dann,1,0,32,1434,26,62.3,342.2,268,0,211,67,1,0,4,0.3,46,2,2.2315202231520224
Jairo Riedewald,Centre-Back,1996-09-09T00:00:00Z,20,Netherlands,Crystal Palace,Premier League,2017/2018,2017,Jairo,Riedewald,0,0,23,435,6,21.5,74.4,12,0,100,10.6,2,0,0,0.1,46,2,5.287356321839081
Jaroslaw Jach,Centre-Back,1994-02-17T00:00:00Z,23,Poland,Crystal Palace,Premier League,2017/2018,2017,Jaroslaw,Jach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,NaN
Damien Delaney,Centre-Back,1981-07-20T00:00:00Z,35,Ireland,Crystal Palace,Premier League,2017/2018,2017,Damien,Delaney,0,0,1,95,5,0.3,40,0,0,19,4,0,0,0,0.2,42,2,1.0526315789473684
Patrick van Aanholt,Left-Back,1990-08-29T00:00:00Z,26,Netherlands,Crystal Palace,Premier League,2017/2018,2017,Patrick,van Aanholt,5,1,95,2182,38,303.8,537,319,7,448,116.3,6,0,7,3.1,52,2,4.353803849679194
Pape SouarÃ©,Left-Back,1990-06-06T00:00:00Z,27,Senegal,Crystal Palace,Premier League,2017/2018,2017,Pape,SouarÃ©,0,0,1,8,0,1.1,0.2,0,0,3,0.1,0,0,0,0,45,2,12.5
Joel Ward,Right-Back,1989-10-29T00:00:00Z,27,England,Crystal Palace,Premier League,2017/2018,2017,Joel,Ward,0,1,41,1613,25,163.5,340.6,58,0,276,56.3,4,0,4,0.2,47,2,2.5418474891506513
Martin Kelly,Right-Back,1990-04-27T00:00:00Z,27,England,Crystal Palace,Premier League,2017/2018,2017,Martin,Kelly,0,0,34,1193,21,25.7,222.6,84,1,185,33.3,4,0,1,0.6,41,2,2.8499580888516345
Timothy Fosu-Mensah,Right-Back,1998-01-02T00:00:00Z,19,Netherlands,Crystal Palace,Premier League,2017/2018,2017,Timothy,Fosu-Mensah,0,0,39,1592,29,103.7,326.6,43,3,279,47.4,2,0,2,1,44,2,2.449748743718593
Aaron Wan-Bissaka,Right-Back,1997-11-26T00:00:00Z,19,England,Crystal Palace,Premier League,2017/2018,2017,Aaron,Wan-Bissaka,0,0,15,627,10,60,207.2,2,0,116,26.8,2,0,1,0,45,2,2.3923444976076556
Levi Lumeka,Midfielder,1998-09-05T00:00:00Z,18,England,Crystal Palace,Premier League,2017/2018,2017,Levi,Lumeka,0,0,1,25,0,0.5,4.2,18,0,3,2.3,0,0,0,0,44,3,4
Luka Milivojevic,Defensive Midfield,1991-04-07T00:00:00Z,26,Serbia,Crystal Palace,Premier League,2017/2018,2017,Luka,Milivojevic,10,2,144,3079,52,379,873.8,432,21,630,168.6,8,0,8,13.5,52,3,4.676843130886652
Yohan Cabaye,Central Midfield,1986-01-14T00:00:00Z,31,France,Crystal Palace,Premier League,2017/2018,2017,Yohan,Cabaye,0,4,73,2374,36,754,431.2,348,3,415,153.5,8,0,7,0.2,53,3,3.074978938500421
James McArthur,Central Midfield,1987-10-07T00:00:00Z,29,Scotland,Crystal Palace,Premier League,2017/2018,2017,James,McArthur,5,2,101,2425,35,333,490.6,566,9,416,138.9,7,0,5,4.7,44,3,4.164948453608248
Ruben Loftus-Cheek,Central Midfield,1996-01-23T00:00:00Z,21,England,Crystal Palace,Premier League,2017/2018,2017,Ruben,Loftus-Cheek,2,5,77,1871,30,377,379.2,487,2,337,124.5,6,0,1,3.5,44,3,4.115446285408872
Jordon Mutch,Central Midfield,1991-12-02T00:00:00Z,25,England,Crystal Palace,Premier League,2017/2018,2017,Jordon,Mutch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,NaN
Erdal Rakip,Central Midfield,1996-02-13T00:00:00Z,21,Sweden,Crystal Palace,Premier League,2017/2018,2017,Erdal,Rakip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,NaN
Jeffrey Schlupp,Left Midfield,1992-12-23T00:00:00Z,24,Ghana,Crystal Palace,Premier League,2017/2018,2017,Jeffrey,Schlupp,0,2,50,1742,30,189.7,339.6,155,0,281,68.6,3,0,3,0.2,47,3,2.8702640642939152
Jason Puncheon,Attacking Midfield,1986-06-26T00:00:00Z,31,England,Crystal Palace,Premier League,2017/2018,2017,Jason,Puncheon,0,0,11,574,14,93.9,46.4,112,0,38,25.1,0,0,5,0.3,44,3,1.9163763066202089
Chung-yong Lee,Attacking Midfield,1988-07-02T00:00:00Z,28,"Korea, South",Crystal Palace,Premier League,2017/2018,2017,Chung-yong,Lee,0,0,8,131,3,32,4.4,10,0,23,4.6,0,0,0,0.3,42,3,6.106870229007633
Nya Kirby,Attacking Midfield,2000-01-31T00:00:00Z,17,England,Crystal Palace,Premier League,2017/2018,2017,Nya,Kirby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,NaN
Bakary Sako,Left Winger,1988-04-26T00:00:00Z,29,Mali,Crystal Palace,Premier League,2017/2018,2017,Bakary,Sako,3,0,36,466,10,103.1,143.2,227,1,115,46.9,1,0,0,0.1,48,4,7.725321888412018
Sullay Kaikai,Left Winger,1995-08-26T00:00:00Z,21,England,Crystal Palace,Premier League,2017/2018,2017,Sullay,Kaikai,0,0,1,13,0,0.3,5.2,0,0,5,0.6,0,0,0,0.1,43,4,7.6923076923076925
Keshi Anderson,Left Winger,1995-04-06T00:00:00Z,22,England,Crystal Palace,Premier League,2017/2018,2017,Keshi,Anderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,45,4,NaN
Wilfried Zaha,Right Winger,1992-11-10T00:00:00Z,24,Cote d'Ivoire,Crystal Palace,Premier League,2017/2018,2017,Wilfried,Zaha,9,7,136,2549,31,716.9,668,1125,8,404,251,10,0,5,10.6,71,4,5.335425657120439
Andros Townsend,Right Winger,1991-07-16T00:00:00Z,25,England,Crystal Palace,Premier League,2017/2018,2017,Andros,Townsend,2,9,121,3120,48,1012.1,626,587,7,552,222.8,9,0,3,1.4,56,4,3.878205128205128
Jason Lokilo,Right Winger,1998-09-17T00:00:00Z,18,Belgium,Crystal Palace,Premier League,2017/2018,2017,Jason,Lokilo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,4,NaN
Christian Benteke,Centre-Forward,1990-12-03T00:00:00Z,26,Belgium,Crystal Palace,Premier League,2017/2018,2017,Christian,Benteke,3,7,84,2234,36,406.7,325.2,845,5,174,157.5,6,0,6,2.5,75,5,3.7600716204118174
Connor Wickham,Centre-Forward,1993-03-31T00:00:00Z,24,England,Crystal Palace,Premier League,2017/2018,2017,Connor,Wickham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,5,NaN
James Daly,Centre-Forward,2000-01-12T00:00:00Z,17,England,Crystal Palace,Premier League,2017/2018,2017,James,Daly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,5,NaN
Jack Butland,Goalkeeper,1993-03-10T00:00:00Z,24,England,Stoke City,Premier League,2017/2018,2017,Jack,Butland,0,0,125,3150,61,10,1013.4,0,16,687,102.5,6,0,0,2.5,50,1,3.968253968253968
Lee Grant,Goalkeeper,1983-01-27T00:00:00Z,34,England,Stoke City,Premier League,2017/2018,2017,Lee,Grant,0,0,5,270,7,0,64.2,0,0,44,6.3,0,0,0,0.2,42,1,1.8518518518518516
Jakob Haugaard,Goalkeeper,1992-05-01T00:00:00Z,25,Denmark,Stoke City,Premier League,2017/2018,2017,Jakob,Haugaard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,1,NaN
Kurt Zouma,Centre-Back,1994-10-27T00:00:00Z,22,France,Stoke City,Premier League,2017/2018,2017,Kurt,Zouma,1,0,87,2887,50,91.8,814.2,235,5,554,114.4,7,0,1,2,54,2,3.013508832698303
Bruno Martins Indi,Centre-Back,1992-02-08T00:00:00Z,25,Netherlands,Stoke City,Premier League,2017/2018,2017,Bruno,Martins Indi,0,0,20,1242,28,48.3,241.8,60,0,171,35.1,1,0,3,0,49,2,1.610305958132045
Ryan Shawcross,Centre-Back,1987-10-04T00:00:00Z,29,England,Stoke City,Premier League,2017/2018,2017,Ryan,Shawcross,1,1,67,2371,40,26.5,656,276,2,356,96,5,0,2,0.8,48,2,2.825811893715732
Kevin Wimmer,Centre-Back,1992-11-15T00:00:00Z,24,Austria,Stoke City,Premier League,2017/2018,2017,Kevin,Wimmer,0,0,19,1321,32,38.8,297,28,1,196,36.5,1,0,5,0.3,40,2,1.4383043149129449
Harry Souttar,Centre-Back,1998-10-22T00:00:00Z,18,Australia,Stoke City,Premier League,2017/2018,2017,Harry,Souttar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,2,NaN
Erik Pieters,Left-Back,1988-08-07T00:00:00Z,28,Netherlands,Stoke City,Premier League,2017/2018,2017,Erik,Pieters,0,1,71,2717,50,247.2,567.4,58,1,456,87.3,7,0,5,0.4,47,2,2.6131762973868233
Konstantinos Stafylidis,Left-Back,1993-12-02T00:00:00Z,23,Greece,Stoke City,Premier League,2017/2018,2017,Konstantinos,Stafylidis,0,0,6,334,6,23.8,68.2,18,0,38,11,0,0,0,0,43,2,1.7964071856287425
Josh Tymon,Left-Back,1999-05-22T00:00:00Z,18,England,Stoke City,Premier League,2017/2018,2017,Josh,Tymon,0,0,0,162,9,4.9,20.4,0,0,18,2.5,0,0,0,0,44,2,0
Glen Johnson,Right-Back,1984-08-23T00:00:00Z,32,England,Stoke City,Premier League,2017/2018,2017,Glen,Johnson,0,0,5,546,14,56.8,86.6,41,0,70,18.4,0,0,3,0.3,41,2,0.9157509157509158
Moritz Bauer,Right-Back,1992-01-25T00:00:00Z,25,Austria,Stoke City,Premier League,2017/2018,2017,Moritz,Bauer,0,0,41,1307,18,189.9,181.8,67,1,201,44,5,0,4,0.4,45,2,3.1369548584544757
Geoff Cameron,Defensive Midfield,1985-07-11T00:00:00Z,31,United States,Stoke City,Premier League,2017/2018,2017,Geoff,Cameron,0,0,33,1522,30,77.2,265.4,46,0,220,39,2,0,2,0.2,43,3,2.1681997371879107
Joe Allen,Central Midfield,1990-03-14T00:00:00Z,27,Wales,Stoke City,Premier League,2017/2018,2017,Joe,Allen,2,6,109,3139,55,512.3,691.8,339,12,527,154.3,6,0,8,1.7,51,3,3.4724434533290855
Charlie Adam,Central Midfield,1985-12-10T00:00:00Z,31,Scotland,Stoke City,Premier League,2017/2018,2017,Charlie,Adam,0,0,10,405,9,114.4,73.2,84,0,57,27.1,2,1,2,0.1,47,3,2.4691358024691357
Darren Fletcher,Central Midfield,1984-02-01T00:00:00Z,33,Scotland,Stoke City,Premier League,2017/2018,2017,Darren,Fletcher,1,1,67,2217,49,359.8,346.2,72,3,337,77.8,4,0,0,0.4,47,3,3.0221019395579614
Ibrahim Afellay,Left Midfield,1986-04-02T00:00:00Z,31,Netherlands,Stoke City,Premier League,2017/2018,2017,Ibrahim,Afellay,0,0,6,162,9,5.5,12.6,0,0,29,1.8,0,0,1,0,48,3,3.7037037037037033
Stephen Ireland,Attacking Midfield,1986-08-22T00:00:00Z,30,Ireland,Stoke City,Premier League,2017/2018,2017,Stephen,Ireland,0,0,4,128,4,17.8,14.4,11,0,13,4.3,0,0,1,0,45,3,3.125
Ramadan Sobhi,Left Winger,1997-01-23T00:00:00Z,20,Egypt,Stoke City,Premier League,2017/2018,2017,Ramadan,Sobhi,2,1,51,1227,30,237.9,237.6,206,2,226,68.1,2,0,2,0.5,45,4,4.156479217603912
Xherdan Shaqiri,Right Winger,1991-10-10T00:00:00Z,25,Switzerland,Stoke City,Premier League,2017/2018,2017,Xherdan,Shaqiri,8,9,155,3039,58,1151.6,718,676,19,554,255.2,6,0,5,8.6,61,4,5.100361961171438
Saido Berahino,Centre-Forward,1993-08-04T00:00:00Z,23,Burundi,Stoke City,Premier League,2017/2018,2017,Saido,Berahino,0,1,20,483,13,51.8,40.4,149,0,42,23.7,2,0,0,0.3,55,5,4.140786749482402
